Title,Video ID,Video URL,Channel Title,Misleading Video,False Promises ,Exaggerated Video,Spam Content ,Exploits Curiosity Gap :,Label
5 Bollywood Celebrity pairs should be in the Bigg Boss House,7Vu_wqGInMk,https://www.youtube.com/watch?v=7Vu_wqGInMk&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=13,Bollywood Uncensored,No,No,No,Yes,No,Clickbait
Bollywood Actresses Victim of Fake Images Leaked Online,bUNjz5yQzkE,https://www.youtube.com/watch?v=bUNjz5yQzkE&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=15,Bollywood Uncensored,No,No,Yes,Yes,Yes,Clickbait
Bollywood Stars CAUGHT DRUNK at Parties,TlRxNJfAMGw,https://www.youtube.com/watch?v=TlRxNJfAMGw&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=22,Bollywood Uncensored,Yes,No,Yes,Yes,No,Clickbait
Hot Bollywood Actress & Their Transformations in Last 5 Years,ol5d9v3W2kk,https://www.youtube.com/watch?v=ol5d9v3W2kk&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=27,Bollywood Uncensored,No,No,Yes,Yes,Yes,Clickbait
Top 5 Bollywood Actresses Who Are Chain Smokers,MES7rOMLVV0,https://www.youtube.com/watch?v=MES7rOMLVV0&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=28,Bollywood Uncensored,No,No,No,Yes,No,Clickbait
Bollywood's Secret Love Affairs,W1-VuTlsfAk,https://www.youtube.com/watch?v=W1-VuTlsfAk&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=37,Bollywood Uncensored,No,No,No,Yes,Yes,Clickbait
Top 10 Hot MOM'S of Bollywood,b5lV3IjsRyQ,https://www.youtube.com/watch?v=b5lV3IjsRyQ&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=42,Bollywood Uncensored,No,No,No,Yes,No,Clickbait
Bollywood Actors Getting Drunk in Parties,gppXyE8NO1A,https://www.youtube.com/watch?v=gppXyE8NO1A&list=PL6pkdTCsRrJAO8CQgwGNegf98F4VuS3Uv&index=40,Bollywood Uncensored,Yes,No,No,Yes,No,Clickbait
Dark secrets of Bollywood star wives,rVDNjbmlOz4,https://www.youtube.com/watch?v=rVDNjbmlOz4,Bollywood Papa,Yes,Yes,Yes,Yes,Yes,Clickbait
8 Biggest Bollywood Casting Couch Scandals,sJAtsi36Vkw,https://www.youtube.com/watch?v=sJAtsi36Vkw,Tried&Refused Productions.,No,No,Yes,Yes,Yes,Clickbait
5 Bollywood actress by mistake viral MMS scandal . Bollywood actress viral mms .,lDDlujbcXwI,https://www.youtube.com/watch?v=lDDlujbcXwI,Danish 4You,Yes,Yes,Yes,Yes,No,Clickbait
Top 5 MMS Scandals of Bollywood,yCZloVMtWFQ,https://www.youtube.com/watch?v=yCZloVMtWFQ,Cinecurry,Yes,Yes,Yes,Yes,Yes,Clickbait
10 Dark & Dirty Secrets of Bollywood | Top 10 Bollywood Scandals | Shocking Bollywood Secrets,Y5qs6u2nPOY,https://www.youtube.com/watch?v=Y5qs6u2nPOY,Mayapuri Cut,No,Yes,Yes,Yes,Yes,Clickbait
"जब सरेआम आलिया ने ये बोल दिया bollywood celebrity speaks in public,letstalkfacts",t4CPph1A8k0,https://www.youtube.com/watch?v=t4CPph1A8k0,Letstalk Facts,No,Yes,Yes,Yes,Yes,Clickbait
Mms Scandals Leaked Online Of Bollywood Celebrities,tO4kaMeQIfY,https://www.youtube.com/watch?v=tO4kaMeQIfY,FWF Bollywood Scoop,Yes,Yes,No,Yes,Yes,Clickbait
BOLLYWOOD SCANDAL XXX,zFGlZpfZug4,https://www.youtube.com/watch?v=zFGlZpfZug4,ML Y,No,Yes,Yes,Yes,No,Clickbait
WORST Oops Moments from LFW 2019 | Lakme Fashion Week 2019 |,L2SdqHzQfdg,https://www.youtube.com/watch?v=L2SdqHzQfdg,BiscootTV,No,Yes,Yes,Yes,Yes,Clickbait
"बॉलीवुड का सबसे बड़ा PLAYBOY है ऋषि कपूर का बेटा, Ranbir Kapoor एक साथ चला चूका है कई अफेयर",Fge05nK6bUs,https://www.youtube.com/watch?v=Fge05nK6bUs,PR Bollywood,No,No,Yes,Yes,Yes,Clickbait
Bollywood Actress Scandal With Directors | Urdu/Hindi,A7QJn1e4JkU,https://www.youtube.com/watch?v=A7QJn1e4JkU,Facts Forever,Yes,No,Yes,Yes,No,Clickbait
BOLLYWOOD XXX SCANDAL,8pWPwqXgm6c,https://www.youtube.com/watch?v=8pWPwqXgm6c,ML Y,No,Yes,No,Yes,No,Clickbait
"Salman Khan's 5 most famous affairs, Bollywood news",mgnQhxg3Y8I,https://www.youtube.com/watch?v=mgnQhxg3Y8I,ANV Bollywood Masala,Yes,No,No,Yes,Yes,Clickbait
"Vijay Mallya’s Secret Relationship With Bollywood’s This Famous Actress, You Will Not Believe",i2I789-8Chk,https://www.youtube.com/watch?v=i2I789-8Chk,FWF Bollywood Scoop,No,Yes,No,Yes,Yes,Clickbait
Most SHOCKING MMS Scandals of Bollywood,a9wXLHxi1oI,https://www.youtube.com/watch?v=a9wXLHxi1oI,AgonyKhan,Yes,Yes,Yes,Yes,Yes,Clickbait
Dark Secrets of Karan Johar | You Never Know,KXofTl_kj8U,https://www.youtube.com/watch?v=KXofTl_kj8U,Smoky Evening,Yes,No,Yes,Yes,Yes,Clickbait
10 Bollywood Stars Who Never Want to Work Together Again,eO5N7Ov9ZVo,https://www.youtube.com/watch?v=eO5N7Ov9ZVo,Smoky Evening,Yes,No,No,Yes,No,Clickbait
10 Bollywood Actresses who are Marriage Breakers,H1LSsMU0Okk,https://www.youtube.com/watch?v=H1LSsMU0Okk,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
"10 Bollywood Actresses Who Are Enemies For Ever | Alia Bhatt, Katrina, Deepika Padukone, Priyanka",Y81LxX5olzE,https://www.youtube.com/watch?v=Y81LxX5olzE,Smoky Evening,No,No,Yes,Yes,Yes,Clickbait
Bollywood Actors Who Cheated Their Lover,YjD-OwhB4wQ,https://www.youtube.com/watch?v=YjD-OwhB4wQ,Filmy Fry,Yes,No,Yes,Yes,Yes,Clickbait
Sushant singh rajput sad tik tok videos,ROIupmglkec,https://www.youtube.com/watch?v=ROIupmglkec,GABBAR GAMING,No,Yes,Yes,No,No,Clickbait
Akshay Kumar Insulted Karan Johar in Koffee With Karan Show,TnzxAlICHoM,https://www.youtube.com/watch?v=TnzxAlICHoM,TOP NEWS,Yes,Yes,Yes,Yes,No,Clickbait
Sara Ali Khan & Kartik Aryan Kissing Scene || Bollywood Hot Scene || Deleted Scene,Y7kkwQcpMbU,https://www.youtube.com/watch?v=Y7kkwQcpMbU,VIDZEntertain,No,No,No,Yes,No,Clickbait
5 Shocking Indian Movie Scenes That Are Extremely Hard To Watch,LTzb2LxhuKk,https://www.youtube.com/watch?v=LTzb2LxhuKk,Tried&Refused Productions.,No,No,Yes,Yes,No,Clickbait
Deleted Sex Scenes of Bollywood Movies | Bollywood Hot Scene 2020,QoW8fJqvJbA,https://www.youtube.com/watch?v=QoW8fJqvJbA,thoda viral,No,Yes,Yes,No,No,Clickbait
6 FLOP BOLLYWOOD ACTORS जिन्होंने बहुत STRUGGLE किया है 6 Bad Products of Nepotism,jZiP8fDXJqE,https://www.youtube.com/watch?v=jZiP8fDXJqE,GetsetflyFACT,No,No,Yes,Yes,No,Clickbait
8 BOLLYWOOD के सबसे वाहियात CONTROVERSIES Controversial Statements Made By Bollywood Actors,NA8n85JBr4o,https://www.youtube.com/watch?v=NA8n85JBr4o,GetsetflyFACT,Yes,No,Yes,Yes,Yes,Clickbait
5 Senseless Bollywood Song Lyrics That Will Leave You Speechless,TVw6YoJsdGg,https://www.youtube.com/watch?v=TVw6YoJsdGg,Tried&Refused Productions.,No,No,Yes,Yes,No,Clickbait
Shocking Bollywood Movie Scenes That Will Leave You Speechless,bqyYV2QDH48,https://www.youtube.com/watch?v=bqyYV2QDH48,Tried&Refused Productions.,No,No,Yes,No,Yes,Clickbait
5 Bollywood Overacting Moments That Will Leave You Speechless & In Disbelief,UXqaXurOpcU,https://www.youtube.com/watch?v=UXqaXurOpcU,Tried&Refused Productions.,No,No,Yes,No,Yes,Clickbait
Embarrassing Indian Movie Scenes That Will Leave You Speechless,AAhpPWrdrMo,https://www.youtube.com/watch?v=AAhpPWrdrMo,Tried&Refused Productions.,No,No,Yes,No,Yes,Clickbait
Priyanka Reveals Shocking Incident When Director Ask To Show Off Her Panty;Salman Khan Rescued Her!,ELhCN_cov9w,https://www.youtube.com/watch?v=ELhCN_cov9w,Crazy 4 Bollywood,No,No,Yes,Yes,Yes,Clickbait
6 Famous Bollywood Actress REVEALS Their Me Too Story | Harrassed By Sajid Khan,XG6uAbxJxEI,https://www.youtube.com/watch?v=XG6uAbxJxEI,Bollywood Exclusive,No,No,No,Yes,Yes,Clickbait
20 Shocking Looks of Bollywood Actress Without Makeup,dF6O7jJH7dw,https://www.youtube.com/watch?v=dF6O7jJH7dw,10 DEGREE INDIAN FACTS,No,No,Yes,Yes,No,Clickbait
8 Bollywood Stars Who Lost Their Virginity At a Very Early 2021 | You Don't Know,651bggFWSXI,https://www.youtube.com/watch?v=651bggFWSXI,Celebrity Talk,No,No,No,Yes,Yes,Clickbait
These Bollywood Celebs Reveals The Dark Secrets Of Bollywood D* r *gs Parties!!,92ncdHlV3LY,https://www.youtube.com/watch?v=92ncdHlV3LY,Crazy 4 Bollywood,No,No,Yes,Yes,Yes,Clickbait
SHOCKING! Bollywood’s Biggest Star Salman Khan Reveals about his Lifestyle,qOer6vRkA4o,https://www.youtube.com/watch?v=qOer6vRkA4o,Crazy 4 Bollywood,No,Yes,Yes,Yes,Yes,Clickbait
Aashiqui Actress Anu Aggarwal Reveals Sh0cking Truth Of Bollywood In 90's After Sushant Singh Rajput,sPMyEnpwFuI,https://www.youtube.com/watch?v=sPMyEnpwFuI,Bol Bollywood,No,Yes,Yes,Yes,Yes,Clickbait
Bollywood Insider Reveals Secrets in Tamil| Sushant Singh and Disha Case latest details| SSR,eMYWlyW4omk,https://www.youtube.com/watch?v=eMYWlyW4omk,Sayee Sree Ram,Yes,No,Yes,Yes,Yes,Clickbait
"All Bollywood Celebrities Denyed ENTRY By Security@Mumbai Airport-Salman,Deepika,SaraAliKhan,Jhanvi",0SV6C4dnglg,https://www.youtube.com/watch?v=0SV6C4dnglg,Home Bollywud,Yes,Yes,Yes,Yes,No,Clickbait
DRUNK Kareena Kapoor Shows Unbelievable ATTITUDE To A FAN Asking For A Simple Selfie,6AsYT0NiBt8,https://www.youtube.com/watch?v=6AsYT0NiBt8,Home Bollywud,Yes,Yes,Yes,Yes,Yes,Clickbait
Bollywood Stars who are Drug Addicted,_xLgJg39yZA,https://www.youtube.com/watch?v=_xLgJg39yZA,Smoky Evening,No,No,Yes,Yes,Yes,Clickbait
Bollywood Actress Drunk After Party Can't Even Walk Alone !,bd74_ME_NdA,https://www.youtube.com/watch?v=bd74_ME_NdA,BollywoodTelevision,Yes,Yes,Yes,Yes,No,Clickbait
जब बॉलीवुड अभिनेत्री ने सरेआम दी गालियां | Bollywood actress abused publically | - Interested Topics,fcyYhAzFY-M,https://www.youtube.com/watch?v=fcyYhAzFY-M,Interested Topics,Yes,Yes,Yes,Yes,Yes,Clickbait
"Bollywood Actors UGLY FIGHTS with Media | Deepika Padukone, Shahrukh Khan, Salman Khan & Others",iHHniOlHHnM,https://www.youtube.com/watch?v=iHHniOlHHnM,Bollywood 360,No,No,Yes,Yes,No,Clickbait
Drunk Bollywood Actors Caught On Camera In Public | Deeksha Sharma,mnr_cv5YrCM,https://www.youtube.com/watch?v=mnr_cv5YrCM,Filmi Indian,Yes,Yes,Yes,Yes,No,Clickbait
Aishwarya Rai SHOCKING Controversies | Salman Khan Vivek से भी बड़ी | Bollywood Samachar,QIn606mrZJo,https://www.youtube.com/watch?v=QIn606mrZJo,Bollywood Samachar,No,No,Yes,Yes,No,Clickbait
Bollywood Star's Kids CAUGHT Drunk & Addicted to Drugs | Bollywood Drugs Parties,qE2w32B6mRs,https://www.youtube.com/watch?v=qE2w32B6mRs,CDS India,Yes,Yes,Yes,Yes,No,Clickbait
"Bollywood Stars who Cheated Their First Lover | Sushant Singh Rajput, Katrina Kaif, Akshay Kumar",XsTal-3Z588,https://www.youtube.com/watch?v=XsTal-3Z588,Smoky Evening,Yes,Yes,No,Yes,No,Clickbait
Unseen DRUGS Party Of Bollywood Actors At Karan Johar  House,DN1ouvxL9zI,https://www.youtube.com/watch?v=DN1ouvxL9zI,Bollywood Exclusive,Yes,Yes,No,Yes,Yes,Clickbait
"Bollywood Celeb Kids CAUGHT Drunk In Public | Shahrukh Daughter ,Akshay Kumar Son, Amitab Daughter",jPoszLtVsB4,https://www.youtube.com/watch?v=jPoszLtVsB4,Bollywood Fuzz,Yes,Yes,No,Yes,No,Clickbait
Bollywood Actress Getting ANGRY in Public,3yAn7yfdx3s,https://www.youtube.com/watch?v=3yAn7yfdx3s,Entertainment Fabula,No,No,Yes,No,No,Clickbait
Bollywood Stars Who Hate Kissing Onscreen,sw2ItW95H9I,https://www.youtube.com/watch?v=sw2ItW95H9I,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
"10 Spoiled Star Kids in Bollywood | Ananya Panday, Khusi Kapoor, Sara ali Khan, Janhvi Kapoor",axQ7g_2Mlxc,https://www.youtube.com/watch?v=axQ7g_2Mlxc,Smoky Evening,Yes,No,No,Yes,No,Clickbait
Bollywood Celebrities Drunk Party Inside Pics Leaked- Bollywood Actors Caught Drunk In Public,VmeI9hS_bCA,https://www.youtube.com/watch?v=VmeI9hS_bCA,Cinemads Entertainment,Yes,Yes,No,Yes,No,Clickbait
"6 Bollywood Celebs Caught With Love Bites | Shahrukh, Priyanka, Katrina",FnIdfWbsqrw,https://www.youtube.com/watch?v=FnIdfWbsqrw,Movie Talkies,Yes,No,No,Yes,No,Clickbait
9 Bollywood Celebs Who Slept With Producers for a Role in Bollywood Movies | 2017,3-60y22SIR4,https://www.youtube.com/watch?v=3-60y22SIR4,10 DEGREE INDIAN FACTS,Yes,No,No,Yes,Yes,Clickbait
Top 5 Bollywood Actors Who Were Caught Red Handed Staring At Actresses [Bollywood Cafe],aRtGv2flEmU,https://www.youtube.com/watch?v=aRtGv2flEmU,Bollywood Cafe,Yes,No,Yes,No,No,Clickbait
Vijay Mallya Caught Ki$sing Top Actresses Of Bollywood,C4XiDh3WPDU,https://www.youtube.com/watch?v=C4XiDh3WPDU,Bollywood Express,Yes,Yes,No,Yes,Yes,Clickbait
Bollywood Actors CAUGHT in the Most Embarrassing Situations..OOPS!,YwbsX2TyCVo,https://www.youtube.com/watch?v=YwbsX2TyCVo,Desimad - Bollywood's Most Controversial News,No,No,Yes,Yes,No,Clickbait
Salman Khan STARDOM Will Give You Goosebumps,trnwXwsP3qk,https://www.youtube.com/watch?v=trnwXwsP3qk,Bollywood Insight,No,Yes,Yes,Yes,Yes,Clickbait
Good News! Kareena Kapoor Khan Blessed with Baby Girl | Kareena and Saif Ali Khan with New Born Baby,iv2uGJ0pa18,https://www.youtube.com/watch?v=iv2uGJ0pa18,Show Tube,Yes,Yes,Yes,Yes,No,Clickbait
Kareena Kapoor 2nd Baby News | Kareena Kapoor Second Baby Name Reveal | Kareena Kapoor New Baby,KU5o2vGuGbE,https://www.youtube.com/watch?v=KU5o2vGuGbE,Bollywood City,No,Yes,No,Yes,Yes,Clickbait
GOOD NEWS!! Kareena Kapoor Khan and Saif Ali Khan Blessed with BABY BOY | Kareena with new Born Baby,bq05z0dZ49w,https://www.youtube.com/watch?v=bq05z0dZ49w,Show Tube,Yes,Yes,No,Yes,No,Clickbait
Taimur Look So HAPPY With New Born Baby & Mom Kareena Kapoor Is So Adorable!,Z6aF_BLG3Vc,https://www.youtube.com/watch?v=Z6aF_BLG3Vc,Bollywood Limelight,Yes,Yes,Yes,Yes,No,Clickbait
Deepika Padukone Revealed Her Pregnancy and Ranveer Singh Also Reacts,KNbHMibm9fw,https://www.youtube.com/watch?v=KNbHMibm9fw,Bollywood City,Yes,Yes,No,Yes,Yes,Clickbait
Pregnant Deepika Padukone Flaunting her Baby Bump at Airport with Ranveer Singh,RXTX4dhqrbI,https://www.youtube.com/watch?v=RXTX4dhqrbI,Bollywood City,Yes,Yes,No,Yes,No,Clickbait
Dark Secrets of Sana Khan | Sana Khan Wedding | Sana Khan Boyfriend,JPHV17yt1aY,https://www.youtube.com/watch?v=JPHV17yt1aY,Bollywood City,Yes,No,No,Yes,Yes,Clickbait
Sad News For Kareena Kapoor Second Baby Girl,-knH-zU_GCY,https://www.youtube.com/watch?v=-knH-zU_GCY,Bollywood City,Yes,Yes,Yes,Yes,Yes,Clickbait
Pregnant Deepika Padukone Shared First Picture Of Her Baby Bump,3oAp6-xrZrw,https://www.youtube.com/watch?v=3oAp6-xrZrw,Pakistani Stars Tv,Yes,Yes,No,Yes,No,Clickbait
Deepika Padukone is Pregnant! Deepika finally Reacts On Ranveer Singh's Comment on Making Her PREGN,Rn5FRufAb48,https://www.youtube.com/watch?v=Rn5FRufAb48,Universal In Sights,Yes,Yes,Yes,Yes,No,Clickbait
Deepika Finally Reacts On Ranveer Singh's Comment on Making Her PREGNANT In 6 Months Of MARRIAGE,lK7TM81EOZU,https://www.youtube.com/watch?v=lK7TM81EOZU,Home Bollywud,Yes,Yes,Yes,Yes,Yes,Clickbait
"Finally, Deepika Padukone is Pregnant",dYG-It9pBt8,https://www.youtube.com/watch?v=dYG-It9pBt8,Smoky Evening,Yes,Yes,Yes,Yes,No,Clickbait
Deepika Padukone CONFIRMS PREGNANCY  and shares good news with her fans 😍,_szOQrGxT9E,https://www.youtube.com/watch?v=_szOQrGxT9E,Offscreen Of Stars,Yes,Yes,No,Yes,No,Clickbait
OmG !! Saif Ali Khan got Angry at son Taimur Ali Khan for first time in birthday party ! kKK,x3ssAFpMYSE,https://www.youtube.com/watch?v=x3ssAFpMYSE,Offscreen Of Stars,Yes,Yes,Yes,Yes,No,Clickbait
Sushant's ex Ankita Lokhande recently got Married to Bf Vicky Jain secretly ? | Mangalsutra seen,VoHINtON8Qg,https://www.youtube.com/watch?v=VoHINtON8Qg,Offscreen Of Stars,Yes,Yes,No,No,No,Clickbait
Finally Ankita's Bf Vicky Jain Reveals Why Sushant singh Rajput and Ankita got seperated !! Shocking,qmgT_STfU_c,https://www.youtube.com/watch?v=qmgT_STfU_c,Offscreen Of Stars,Yes,No,Yes,No,Yes,Clickbait
Ankita Lokhande looks supercute adopting a baby boy and  names him Sushant |Aww Cute,7uLWNOlfLKI,https://www.youtube.com/watch?v=7uLWNOlfLKI,Offscreen Of Stars,Yes,Yes,Yes,Yes,No,Clickbait
Saif Ali Khan INSULTS Karan Johar and Supports Sushant singh Rajput |Shocking news 😑,PIsJhqhaWHw,https://www.youtube.com/watch?v=PIsJhqhaWHw,Offscreen Of Stars,Yes,Yes,Yes,Yes,No,Clickbait
Aishwarya Rai Bachchan CONFIRMS  her Pregnancy with second child ❤ | Good News,5NTPwYkkz4c,https://www.youtube.com/watch?v=5NTPwYkkz4c,Offscreen Of Stars,Yes,Yes,No,Yes,No,Clickbait
Ileana D' Cruz Finally Shares First look of  her Son | Adorable Moments 😍,2FnxC4b9Icc,https://www.youtube.com/watch?v=2FnxC4b9Icc,Offscreen Of Stars,Yes,Yes,No,Yes,Yes,Clickbait
Priyanka Chopra flaunting her baby bump cleberating Diwali with hubby Nick Jonas ||,P0VK5InNRiA,https://www.youtube.com/watch?v=P0VK5InNRiA,Offscreen Of Stars,Yes,Yes,No,Yes,No,Clickbait
Bachchan Family Forcing Aishwarya to Take Another Baby ?,nGDVMIwGi54,https://www.youtube.com/watch?v=nGDVMIwGi54,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
Shraddha Kapoor Reveals Her Secret Marriage Plan,VGVFoxC0JrM,https://www.youtube.com/watch?v=VGVFoxC0JrM,Smoky Evening,Yes,Yes,No,Yes,Yes,Clickbait
Birth Secret of Anushka Sharma and Virat Kohli Daughter Vamika,LBBI2MEQ10E,https://www.youtube.com/watch?v=LBBI2MEQ10E,Smoky Evening,No,Yes,No,Yes,Yes,Clickbait
Saif Ali Khan Took Money to Kiss A Woman,h6v2H6BFINo,https://www.youtube.com/watch?v=h6v2H6BFINo,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
"Finally, Janhvi Kapoor Has Found Her Love of Life",gosJoVsA0vI,https://www.youtube.com/watch?v=gosJoVsA0vI,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
Shocking Prediction For Anushka Sharma and Virat Kohli Baby Girl,ZMosfSsP9CM,https://www.youtube.com/watch?v=ZMosfSsP9CM,Smoky Evening,Yes,No,Yes,Yes,Yes,Clickbait
Ranbir Kapoor and Alia Bhatt Wedding is Really Cancelled ?,yd8MkGODzYY,https://www.youtube.com/watch?v=yd8MkGODzYY,Smoky Evening,Yes,Yes,Yes,Yes,Yes,Clickbait
anushka sharma baby girl,pX8YupjfXME,https://www.youtube.com/watch?v=pX8YupjfXME,Smoky Evening,Yes,Yes,No,Yes,No,Clickbait
Aishwarya’s Second Baby buzz: आराध्या के बाद बच्चन परिवार में नन्हे मेहमान पर ऐलान |Bachchan Trolled,h1OPM0-2n3g,https://www.youtube.com/watch?v=h1OPM0-2n3g,NEXT9NEWS हर खबर आप तक,Yes,Yes,No,Yes,No,Clickbait
Aishwarya Rai CONFIRMS Her 2nd Pregnancy News,NY0UGYJ1OFc,https://www.youtube.com/watch?v=NY0UGYJ1OFc,Bollywood Exclusive,Yes,Yes,No,Yes,No,Clickbait
Dark Secrets of Bachchan Family,i1rlytoxQ1o,https://www.youtube.com/watch?v=i1rlytoxQ1o,Smoky Evening,Yes,No,Yes,Yes,Yes,Clickbait
Aishwarya Rai CRYING As Abhishek Bachchan Left Without Her After FIGHT  - Watch Video,5U-YlLY32l0,https://www.youtube.com/watch?v=5U-YlLY32l0,Bollywood Insight,Yes,Yes,Yes,Yes,No,Clickbait
"Aishwarya Rai Bachchan PREGNANT AGAIN, Abhishek Bachchan SURPRISE Tweet Makes FANS Wonder?",-pNUf3ov3iI,https://www.youtube.com/watch?v=-pNUf3ov3iI,Bollywood Now,Yes,Yes,Yes,Yes,Yes,Clickbait
When Shahrukh Khan Pinched Kajol For Romantic Expressions In Baazigar Song,knCjScmNnJE,https://www.youtube.com/watch?v=knCjScmNnJE,Crazy 4 Bollywood,Yes,Yes,No,Yes,Yes,Clickbait
"5 Bollywood Actresses Who are Hiding Their Pregnancy in 2021 | Priyanka Chopra, Neha, Deepika",BWVoTOx5l6Q,https://www.youtube.com/watch?v=BWVoTOx5l6Q,The Top Everything,Yes,Yes,No,Yes,Yes,Clickbait
Omg! Pregnant हैं Priyanka Chopra | द‍िखा बेबी बंप,VbpNEycegdg,https://www.youtube.com/watch?v=VbpNEycegdg,IBC24,Yes,Yes,Yes,Yes,No,Clickbait
Sushmita Sen is Pregnant With Boyfriend Rohman Shawl Baby Both Spotted Outside Clinic,_Qep1GypJuU,https://www.youtube.com/watch?v=_Qep1GypJuU,Bollywood Mirchii,Yes,Yes,No,Yes,No,Clickbait
AWW ! Sushmita Sen blessed with Baby Boy | Good News |Rohmil Shawl,KSh48BALeFw,https://www.youtube.com/watch?v=KSh48BALeFw,Offscreen Of Stars,Yes,Yes,Yes,Yes,No,Clickbait
Sushmita Sen's is Pregnant with Boyfriend ROHMAN SHAWL Spotted Outside Clinic,IAYX64ACkY8,https://www.youtube.com/watch?v=IAYX64ACkY8,Bollywood Uncensored,Yes,Yes,No,Yes,No,Clickbait
"Dabangg 3: Naina Lade Video | Salman Khan, Saiee Manjrekar | Javed Ali | Sajid Wajid | Comming Soon",aXjeCpxdO_8,https://www.youtube.com/watch?v=aXjeCpxdO_8,SPEEDY NEWS,No,Yes,No,No,No,Clickbait
"Bachchan Pandey‬ Movie | Akshay Kumar | Bachchan Pandey Trailer, Bachchan Pandey First Look",WHjHMaYGJ-4,https://www.youtube.com/watch?v=WHjHMaYGJ-4,SPEEDY NEWS,No,Yes,No,No,No,Clickbait
Deepika & Ranveer Super hot moment | DeepVeer BedRoom Secretes,1kQPo7A_SHg,https://www.youtube.com/watch?v=1kQPo7A_SHg,SPEEDY NEWS,Yes,Yes,No,Yes,Yes,Clickbait
New List Of 5 Bollywood Actresses Who Are Pregnant In This Lockdown,Gdqp-viGjLo,https://www.youtube.com/watch?v=Gdqp-viGjLo,Celebrity News,Yes,No,No,Yes,No,Clickbait
कान में लीड लगाकर देखना नहीं तो पिटाई हो जाएगी ।। Bollywood movies watch in alone,Fzk-iAeM9ro,https://www.youtube.com/watch?v=Fzk-iAeM9ro,InFact हिन्दी,No,No,Yes,Yes,No,Clickbait
कान में लीड लगाकर देखना !! Bollywood movies watch in alone,uVCiimYJzyo,https://www.youtube.com/watch?v=uVCiimYJzyo,InFact हिन्दी,No,No,Yes,Yes,No,Clickbait
Top 5 Bollywood Celebrities Who Died in Accident [Bollywood Cafe],4ohM55MuqpE,https://www.youtube.com/watch?v=4ohM55MuqpE,Bollywood Cafe,Yes,No,No,Yes,No,Clickbait
10 Indian Celebrities Who Died In 2017 | Shocking Death,QyaBROTJ9Bw,https://www.youtube.com/watch?v=QyaBROTJ9Bw,10 DEGREE INDIAN FACTS,Yes,No,Yes,Yes,No,Clickbait
"10 Famous Bollywood Actors Who Died Recently - Irrfan Khan, Rishi Kapoor - 2020",RAcdFmfsyTM,https://www.youtube.com/watch?v=RAcdFmfsyTM,Celebrity News,Yes,No,No,Yes,No,Clickbait
Indian Actor Johnny Lever Death | Johnny Lever Latest News | Bollywood News,glVzr6dMO_c,https://www.youtube.com/watch?v=glVzr6dMO_c,Pakistani Info,Yes,Yes,Yes,Yes,No,Clickbait
Jolly LLB 3 Trailer | Akshay Kumar | Shahrukh Khan | Huma Qureshi | Arshad Warsi,siqCPv_rBcE,https://www.youtube.com/watch?v=siqCPv_rBcE,PR Bollywood,Yes,Yes,No,Yes,No,Clickbait
Mr india 2 | Official Trailer | Anil Kapoor | Jhanvi Kapoor | Interesting Facts,oElP9uf2he4,https://www.youtube.com/watch?v=oElP9uf2he4,Bollygrad Studioz,Yes,Yes,Yes,Yes,No,Clickbait
Mr. India 2 Trailer | Shahrukh Khan | Jhanvi Kapoor | Ranveer Singh | Mr. India 2 Movie,35-p66ghE0w,https://www.youtube.com/watch?v=35-p66ghE0w,Bollywood Secrets,Yes,Yes,Yes,Yes,No,Clickbait
Mr india 2 | Official Trailer | Anil Kapoor | Jhanvi Kapoor | Interesting Facts,c-69AyuNhko,https://www.youtube.com/watch?v=c-69AyuNhko,Bollygrad Studioz,Yes,Yes,Yes,Yes,No,Clickbait
DHOOM 4 | Shah Rukh Khan | Abhishek Bachchan | Uday Chopra | Bollywood Upcoming Movie,ZvkzHPJmuhM,https://www.youtube.com/watch?v=ZvkzHPJmuhM,HUNGAMA,Yes,Yes,Yes,Yes,No,Clickbait
Deepika Padukone Pregnant - Baby Bump Seen At Nykaa Femina Beauty Awards 2019,j5qnSUmyzqw,https://www.youtube.com/watch?v=j5qnSUmyzqw,Bollywood Bai,Yes,Yes,Yes,Yes,No,Clickbait
Deepika Padukone Pregnant - Baby Bump Seen At Nykaa Femina Beauty Awards 2020,ArcJqcYAeeA,https://www.youtube.com/watch?v=ArcJqcYAeeA,Bollywood Bai,Yes,Yes,Yes,Yes,No,Clickbait
