video_id,LABEL,title,description,likes,comments,views
-8SFEklhc7Y,FAKE,Bahubali 3 Trailer | Prabhas | Anushka Shetty | Pradeep Rawat | SS Rajamouli Releasing Date 2021,"#Baahubali #Prabhas #Bahubali3
Bahubali 3 Trailer | Prabhas | Anushka Shetty | Pradeep Rawat | SS Rajamouli Releasing Date 2021
Credits: Universal Fox Studios

Actor Prabhas, known for his strong acting in South Industry, has worked in more than one film in his career, but among them ""Bahubal series is considered a successful film of his career"".
Based on the action adventure, 2 parts of this film have been made so far and both the text has been liked by the audience and made them super hit.

The second part of this series came last in the year 2017, after which people started demanding for Bahubali 3 fiercely, but till now Prabhas and the producer of this film did not say anything but friends do you know that your wait is now  It is over because the makers of the Bahubali franchise are going to bring Bahubali 3 soon if news is to be believed.

In our video of today, we are going to give you information about Bahubali 3, which will be the star cast and how long will the film come in ???? If you also want to know all these things related to Bahubali 3, then stay with us till the end of this video and you should not forget to like our video for the superhit film Bahubali series.

The ""Baahubali franchise"" is an important part of Prabhas' career, whose first film ""Baahubali"" came out in the year 2015, in which he played the main role of Shivadu and he had a girlfriend in the lead role with ""Tamannaah Bhatia"" and in the supporting role ""  Many actors like Anushka Shetty "","" Ramya Krishnan ""were seen and Veelaan was in the role of"" Rana Daggubati ""who played Bhallaldev.

The story of this film was liked by the audience so much that the film proved to be a super duper hit and the film had grossed around 650 crores.  In view of this spectacular earning, director SS Rajamouli made the second part of it which was released in the year 2017, which was named ""Bahubali Conclusion"".

In this film, Prabhas Man was in the lead but this time it was in the role of Baahubali, the son of Shivadu's son, this time with whom he was seen as ""Anushka Shetty"" as his girlfriend and mother was his ""Ramya Krishnan"" and Villain.  The role had ""Rana Dagguvati"" as before.

Like the previous time, this film also got a lot of love and the film proved to be a super hit by earning 250 crores. Since this film, the audience started demanding Bahubali 3 and according to the news, according to this growing demand, the film's producer Shobu Yerlagadda and director SS Rajamouli are coming soon with Bahubali 3.

This was revealed when in an interview with journalist Rajeev Masand, Prabhas had said something about the film ""Bahubali 3"" which makes sure that Part 3 of Bahubali is going to be made soon. When Rajiv Masand asked the effect whether Rajamouli would make the third part of Bahubali, Prabhas said that for this he would have to be a little excited. He had already heard me 6 scripts when he was making Bahubali earlier, maybe he has at least  At least 14 to 15 scripts.

By ""Baahubali 2"" we have finished only 60%, I know that the script of ""Baahubali 3"" has been ready in Rajamouli's mind for the last 5 years but I do not know when Rajamouli will start part 3 of Bahubali.  .

Friends, Prabhas is clear from this statement that Rajamouli already has the script of ""Bahubali 3"", but now when he will be released, only Rajamouli can tell it but as far as the first two films of Bahubali are seen, his  The above was also worked in a very secret way, even if no information about these films was available from anywhere, then we doubt if Rajamouli was quietly engaged in preparing for ""Bahubali 3"", and one  Day will suddenly explode that ""Bahubali 3"" is coming to theaters soon!

☞ Subscribe to our NEW Channel Bollywood Drama - https://bit.ly/3bL9FE0

☞ Subscribe to our Channel https://www.youtube.com/c/prbollywood?sub_confirmation=1

☞ Like us on Facebook https://www.facebook.com/prbollywood/

☞ Follow us on Instagram :- https://www.instagram.com/prbollywood/

☞ Follow us on Twitter https://twitter.com/pr_bollywood",56096,1833,5574604
BWdG0QNzjtM,FAKE,"Bhool bhulaiyaa 2 official trailer 2020 ,Kartik Aaryan, kiara-advani, tabbu ,releasing date","Bhool bhulaiyaa 2 official trailer 2020 ,Kartik Aaryan, kiara-advani, tabbu ,releasing date, movie story 
#trailer#movie




Tittle - Bhool Bhulaiya 2, Official Trailer.




 Friends, you must have seen the film ""Bhool Bhulaiyaa"", which came in 2007,


 The film was a psychology comedy horror film which entertained the audience a lot with its horror scenes as well as its comedy scenes and due to which it proved to be a successful film,



 Even today, when this film is aired on TV, the number of people watching it is in millions,




 According to reports, the film directors are preparing to make the sequel of this film, yes we are going to see the film ""Bhool Bhulaiya 2"" soon,




 So in this video of our day, we are going to tell you about the film ""Bhool Bhulaiya 2"", who will be the starcast, what will be the story, and when the film will come,



  So if you also want to know all these things related to the film ""Bhul Bhulaiya 2"", stay tuned with us till the end of this video and also don't forget to like our video for this Bollywood industry superhit film.  !






 ""Bhool Bhulaiyaa"", aired on the big screen in 2007, was a comedy horror drama film, and was made under the direction of ""Priyadarshan"", the film ""Siddharth Chaturvedi"" became ""Shiney Ahuja"" and his wife ""Avni"".  Bani was based on ""Vidya Balan"", who ignores the warning given by the evil spirits, and meanwhile, inside Avni, the evil spirit named ""Manjulika"" is washed away.




 After which Avni does a number of strange incidents, and ""Avni ""'s husband"" Siddharth Chaturvedi ""calls Dr. Akshay Kumar, a psychiatrist turned"" Akshay Kumar "", to find out the secret behind all this.  Let's try to know the truth,




  It was just that the story of the film was very much liked by the audience, as well as the unique look of Akshay Kumar in the film was well appreciated by the audience, and due to this it proved to be a successful film.




  According to reports, given the same feature of the film, the film director ""Anees Bajmi"" is going to be seen on the big screen with the sequel of this film,



 Yes, we are going to see the film ""Bhool Bhulaiya 2"" soon, and recently the first look of the film has been released, and in this poster, actor ""Karthik Aryan"" was seen wearing saffron colored kurta pajama.  Going, who has a trident in his hand,


 It is being told that the work on the script of this film has started, and the theme of the film is going to be a comedy horror as before, and this time the film will be presented as a recording of New Generation, as well as many in the film  Different types of twists and turns are also available.



  If we talk about the star cast of the film, then on one side, the actor ""Karthik Aryan"" is going to be seen playing the role of ""Doctor Ishaan Shah"", while his opposite actress ""Kiara Advani"" is playing the role of ""Kritika Sharma"".  As will be seen, actress ""Tabu"" is also going to play ""Riya Anand"" as the lead actress,



 But it is not yet revealed whether the film will be seen starring actor ""Akshay Kumar"", but the film has been officially announced, and the film will be released on the big screen on 31 July 2020.  Is about to



 Although the way Coronavirus has spread its legs across the country, it may be that the release date of this film may also be postponed,


 But ever since the audience got the news about this film, since then there has been a lot of craze among the audience about this film!







 So friends, do you want to see the actor ""Akshay Kumar"" acting in the film ""Bhul Bhulaiya 2"", or not, you must tell us your comments by commenting in the comment box and at the same time more such news related to Bollywood industry.  Do not forget to subscribe to our channel to watch!",2963,222,248343
kZTEe8A2DlQ,FAKE,"Bhool Bhulaiyaa 2 Trailer | Not so Official trailer | Kartik Aryan, Akshay Kumar | Spill Reviews","Bhool Bhulaiyaa 2 Trailer | Not so Official trailer | Kartik A, Kiara A, Tabu | Spill Reviews

Hello, Spill Reviews here again with the Not so Official trailer of Bhool Bhulaiyaa 2 ( Fanmade )Trailer in Hindi.

Starring Kartik Aaryan, Kiara Advani, and Tabu, the film has been directed by Anees Bazmee and written by Farhad Samji and Aakash Kaushik.

Bhool Bhulaiyaa 2, produced by Bhushan Kumar, Murad Khetani, and Krishan Kumar under the banner of T-Series and Cine 1 Studios, is scheduled to hit the screens on 20th MAY 2022

Sypnosis :

Bhool Bhulaiyaa 2
2020 ‧ Mystery/Horror
Bhool Bhulaiyaa 2 is an upcoming Indian Hindi-language comedy horror film directed by Anees Bazmee and produced by Bhushan Kumar. Featuring Kartik Aaryan, Tabu, and Kiara Advani in lead roles, it is a standalone sequel of the 2007 film Bhool Bhulaiyaa directed by Priyadarshan.

Release date: 31 July 2020 (India)
Director: Anees Bazmee
Production company: T-Series
Producers: Bhushan Kumar, Krishan Kumar
Music director: Tanishk Bagchi, Meet Bros, Sachet–Parampara

Cast
-Kiara Advani
-Kartik Aaryan
-Tabu


You can get in touch with me at  :
Facebook: facebook.com/spillreview/
Twitter: twitter.com/spill_reviews

#BhoolBhulaiyaa2Review #BhoolBhulaiyaa2trailer",298,9,25919
LWpyD1qRs8I,FAKE,"Bhool bhulaiyaa 2 official trailer,Kartik Aaryan, kiara-advani, tabbu, Releasing2021 Concept Trailer","Bhool bhulaiyaa 2 official trailer,Kartik Aaryan, kiara-advani, tabbu, Releasing2021 Concept Trailer
#trailer#movie

Tittle - Bhool Bhulaiya 2, Official Trailer.

Friends, you must have seen the film ""Bhool Bhulaiyaa"", which came in 2007,

The film was a psychology comedy horror film which entertained the audience a lot with its horror scenes as well as its comedy scenes and due to which it proved to be a successful film,

Even today, when this film is aired on TV, the number of people watching it is in millions,

According to reports, the film directors are preparing to make the sequel of this film, yes we are going to see the film ""Bhool Bhulaiya 2"" soon,

So in this video of our day, we are going to tell you about the film ""Bhool Bhulaiya 2"", who will be the starcast, what will be the story, and when the film will come,

So if you also want to know all these things related to the film ""Bhul Bhulaiya 2"", stay tuned with us till the end of this video and also don't forget to like our video for this Bollywood industry superhit film.  !

""Bhool Bhulaiyaa"", aired on the big screen in 2007, was a comedy horror drama film, and was made under the direction of ""Priyadarshan"", the film ""Siddharth Chaturvedi"" became ""Shiney Ahuja"" and his wife ""Avni"".  Bani was based on ""Vidya Balan"", who ignores the warning given by the evil spirits, and meanwhile, inside Avni, the evil spirit named ""Manjulika"" is washed away.

After which Avni does a number of strange incidents, and ""Avni ""'s husband"" Siddharth Chaturvedi ""calls Dr. Akshay Kumar, a psychiatrist turned"" Akshay Kumar "", to find out the secret behind all this.  Let's try to know the truth,

It was just that the story of the film was very much liked by the audience, as well as the unique look of Akshay Kumar in the film was well appreciated by the audience, and due to this it proved to be a successful film.

According to reports, given the same feature of the film, the film director ""Anees Bajmi"" is going to be seen on the big screen with the sequel of this film,

Yes, we are going to see the film ""Bhool Bhulaiya 2"" soon, and recently the first look of the film has been released, and in this poster, actor ""Karthik Aryan"" was seen wearing saffron colored kurta pajama.  Going, who has a trident in his hand,


 It is being told that the work on the script of this film has started, and the theme of the film is going to be a comedy horror as before, and this time the film will be presented as a recording of New Generation, as well as many in the film  Different types of twists and turns are also available.

If we talk about the star cast of the film, then on one side, the actor ""Karthik Aryan"" is going to be seen playing the role of ""Doctor Ishaan Shah"", while his opposite actress ""Kiara Advani"" is playing the role of ""Kritika Sharma"".  As will be seen, actress ""Tabu"" is also going to play ""Riya Anand"" as the lead actress,

But it is not yet revealed whether the film will be seen starring actor ""Akshay Kumar"", but the film has been officially announced, and the film will be released on the big screen on 31 July 2020.  Is about to

Although the way Coronavirus has spread its legs across the country, it may be that the release date of this film may also be postponed,

 But ever since the audience got the news about this film, since then there has been a lot of craze among the audience about this film!


☞ Subscribe to our NEW Channel Bollywood Drama - https://bit.ly/3bL9FE0

☞ Subscribe to our Channel https://www.youtube.com/c/prbollywood?sub_confirmation=1

☞ Like us on Facebook https://www.facebook.com/prbollywood/

☞ Follow us on Instagram :- https://www.instagram.com/prbollywood/

☞ Follow us on Twitter https://twitter.com/pr_bollywood",4723,158,516010
W9eAjneIs9s,FAKE,Robot 3.0 Trailer | Rajinikanth | Tiger Shroff | Katrina Kaif | Arnold Schwarzenegger,"#RajiniKanth #TigerShroff #Robot3

Director Shankar's dream project 2.0 is all geared up to hit the theatres worldwide on November 29. The sci-fi film is a sequel to the director's Endhiran, which released in 2010. 

The trailer launch of 2.0 took place at a private theatre in Chennai. At the event, host RJ Balaji asked Shankar whether there might be a sequel to 2.0.

The director revealed, ""3.0 might come in future. I have a few fresh ideas for 2.0's sequel. If I am able to pen down a worthy script, then there might be a 3.0 for sure. Let's see.""

Shankar also promised that there are plenty of surprises in 2.0. ""In the film, you will watch Rajinikanth as Vaseegaran, Chitti, 2.0 and even as giant Chitti. There are more surprises in the film,"" he revealed.

2.0 stars Rajinikanth, Akshay Kumar and Amy Jackson in the lead roles.2.0, the Rajinikanth movie, as the name suggests is packed with entertainment. Rajinikanth has a mild entrance scene in 2.0 but he more than makes it up with some whistle and clap-worthy sequences. He does what he does best by thoroughly entertaining the audiences. The film rekindles his flamboyant style. Amy Jackson plays a female humanoid robot. Her USP is that she is learning about what modern humans do, especially some funny references to film and TV. Akshay Kumar delivers an ultimate performance as the saviour of his Avian friends.

Robot 3.0 Trailer | Rajinikanth | Tiger Shroff | Katrina Kaif | Arnold Schwarzenegger

However, the 3.0 version of Chitti, the robot, is catching the eyes of the audience. These tiny Thalaivar microbots are winning hearts all over, The Indian Express reported. 

☞ Subscribe to our NEW Channel Bollywood Drama - https://bit.ly/3bL9FE0

☞ Subscribe to our Channel https://www.youtube.com/c/prbollywood?sub_confirmation=1

☞ Like us on Facebook https://www.facebook.com/prbollywood/

☞ Follow us on Instagram :- https://www.instagram.com/prbollywood/

☞ Follow us on Twitter https://twitter.com/pr_bollywood",133064,6608,10843217
2Uo7tZBR7no,FAKE,Robot 3.0 | Official Concept Trailer | Rajinikanth | Disha Patani |Aishwarya |Amy Jackson |S.Shankar,"#3Point0 #ARRahman #Rajinikanth
Unleashing the official trailer of our magnum opus ""3.0"" 
Starring Rajinikanth, Akshay Kumar, Amy Jackson in lead
Music Composed by A R Rahman
Directed by Shankar

#3Point0 #3Point0Teaser #LycaProductions #Rajinikanth #AkshayKumar #ARRahman #shankar #bollygraditrailers #conceptualtrailer 

Director Shankar's dream project 2.0 is all geared up to hit the theatres worldwide on November 29. The sci-fi film is a sequel to the director's Endhiran, which released in 2010. 

The trailer launch of 2.0 took place at a private theatre in Chennai. At the event, host RJ Balaji asked Shankar whether there might be a sequel to 2.0.

The director revealed, ""3.0 might come in future. I have a few fresh ideas for 2.0's sequel. If I am able to pen down a worthy script, then there might be a 3.0 for sure. Let's see.""

Shankar also promised that there are plenty of surprises in 2.0. ""In the film, you will watch Rajinikanth as Vaseegaran, Chitti, 2.0 and even as giant Chitti. There are more surprises in the film,"" he revealed.

2.0 stars Rajinikanth, Akshay Kumar and Amy Jackson in the lead roles.2.0, the Rajinikanth movie, as the name suggests is packed with entertainment. Rajinikanth has a mild entrance scene in 2.0 but he more than makes it up with some whistle and clap-worthy sequences. He does what he does best by thoroughly entertaining the audiences. The film rekindles his flamboyant style. Amy Jackson plays a female humanoid robot. Her USP is that she is learning about what modern humans do, especially some funny references to film and TV. Akshay Kumar delivers an ultimate performance as the saviour of his Avian friends.

Robot 3.0 Trailer | Rajinikanth | Tiger Shroff | Katrina Kaif | Arnold Schwarzenegger

However, the 3.0 version of Chitti, the robot, is catching the eyes of the audience. These tiny Thalaivar microbots are winning hearts all over, The Indian Express reported. 


Social Media Links

Subscribe our Youtube Channel: 
https://www.youtube.com/user/bollygradfti

Facebook:(https://www.facebook.com/bollygrad.studioz/)

Twitter: (https://twitter.com/bollygrad)

Instagram: (https://www.instagram.com/bollygrad.studioz/)

Website: (http://www.bollygrad.com/) Archives",42475,1393,3943409
cZKiLPZpZgc,FAKE,"""Ram Lakhan 2 Trailer"" Official | Bollywood Cults |Hrithik Roshan|Tiger Shroff|Deepika |Rohit Shetty","""Ram Lakhan 2 Trailer"" Official | Bollywood Cults |Hrithik Roshan|Tiger Shroff|Deepika |Rohit Shetty
""#RamLakhan2Trailer"" Official | Bollywood Cults |#HrithikRoshan|#TigerShroff|Deepika |Rohit Shetty
Social Media Links

Subscribe our Youtube Channel: 
https://www.youtube.com/user/bollygradfti

Facebook:(https://www.facebook.com/bollygrad.studioz/)

Twitter: (https://twitter.com/bollygrad)

Instagram: (https://www.instagram.com/bollygrad.studioz/)

Website: (http://www.bollygrad.com/) Archives",240,12,14506
iDobc1umpUc,FAKE,Ram Lakhan 2 Official Trailer ! Ranveer Singh ! Arjun Kapoor ! 2020 Movie,"Website Link :-
https://evergreenbollywood.com/

Facebook Page Link....
https://www.facebook.com/evergreenbollywood481/


#ramlakhan2trailer #bollywoodupdates",15,1,2126
CCknbr83S-Y,FAKE,Krrish 4 | Official Trailer 2019 | Hrithik Roshan | Nawazuddin Siddiqui | Priyanka Chopra,"Movie - #Krrish4
Directed by - Rakesh Roshan
Music - Rajesh Roshan
Cast - #HrithikRoshan, Nawazuddin Siddiqui , Priyanka Chopra , Kangna Ranaut",19,0,2746
izqXiV7y9VY,FAKE,KRRISH 4 | 31 Interesting Facts | Hrithik Roshan | Nawazuddin | Amitabh | Rakesh Roshan | Ayan,"Ghaznavi | Official Motion Teaser | Rajveer Singh | Dr Nirmal Jain | Sanoj Mishra | SMF | Jan 2022.   
. ""Krrish 4 Trailer""Official | 61 Mysterious Facts| Hrithik Roshan | Deepika Padukone | Rakesh Roshan
""#Krrish4Trailer""Official |151 Interesting Facts| #HrithikRoshan |Deepika Padukone | #RakeshRoshan
Directed by Rakesh Roshan
Produced by Rakesh Roshan
Screenplay by Rakesh Roshan
Honey Irani
Robin Bhatt
Story by Rakesh Roshan
Starring Hrithik Roshan
Krrish 3 is a 2013 Indian Hindi-language superhero film produced and directed by Rakesh Roshan, and written by Honey Irani and Robin Bhatt. It is the third film in the Krrish series, following Koi... Mil Gaya (2003) and Krrish (2006). The film stars Hrithik Roshan, Vivek Oberoi, Priyanka Chopra and Kangana Ranaut in the lead roles. The story follows the life of Rohit Mehra, a scientist, and Krishna Mehra, a.k.a. Krrish, his superhero son, who face an elaborate conspiracy orchestrated by the evil genius Kaal and his female henchman Kaya. In the process, Krishna's pregnant wife Priya is kidnapped by Kaal and the form-changing Kaya takes her place at the Mehra home and eventually falls in love with Krishna.

Krrish 3 was initially scheduled to release as a 3D film. However, due to lack of time to convert the film to 3D, director Rakesh Roshan mentioned that the film will be released only in the 2D format. Krrish 3 released worldwide on 1 November 2013. Produced on a budget of ₹950 million (US$20 million), the film grossed ₹3.93 billion (US$50 million) worldwide. It has received generally positive reviews,with praise for Roshan and Ranaut's performances, the visual effects, the cinematography, and entertainment value, but with criticism of the music by Rajesh Roshan, the story, and the screenplay.
krrish 4 full movie,
krrish 4 movie,
krrish 4 trailer,
krrish 4 full movie in hindi,
krrish 4 hindi movie,
krrish 4 ka trailer,
krrish 4 official trailer,
krrish 4 full movie in hindi 2019,
krrish 4 film,
krrish 4 all song,
krrish 4 and 5,
krrish 4 action,
krrish 4 akshay kumar,
krrish 4 announcement,
krrish 4 action scene,
krrish 4 ad,
all krrish 4,
krrish 4 bollywood movie,
krrish 4 bollywood,
krrish 4 bangla,
krrish 4 budget,
krrish 4 bahubali,
krrish 4 cartoon,
krrish 4 cinema,
krrish 4 coronavirus,
krrish 4 cast,
krrish 4 cartoon full movie in hindi,
krrish 4 comedy,
krrish 4 chahiye,
krrish 4 download,
krrish 4 dhoom 4,
krrish 4 english movie,
krrish 4 english subtitles full movie,
krrish 4 english film,
krrish 4 full movie hd,
krrish 4 full movie in tamil,
krrish 4 full movie in telugu,
krrish 4 full movie 2020,
krrish 4 hindi,
krrish 4 hd,
krrish 4 hindi film,
krrish 4 hindi full movie,
krrish 4 hd movie


Social Media Links

Subscribe our Youtube Channel: 
https://www.youtube.com/user/bollygradfti

Facebook:(https://www.facebook.com/bollygrad.studioz/)

Twitter: (https://twitter.com/bollygrad)

Instagram: (https://www.instagram.com/bollygrad.studioz/)

Website: (http://www.bollygrad.com/) Archives TERI KHUSHIYON MEIN (Hindi Video Song ) |Ravi Sudha Choudhary |Muskan Verma | Sanoj Mishra | 2021` 
 https://youtu.be/nzN39t9919c",81587,1878,7454192
_GYuPrFpt68,FAKE,Bhool Bhulaiyaa 2 Trailer | Kartik Aryan | Disha Patani | Akshay Kumar,"After keeping the audience waiting for months, the makers of ‘Bhool Bhulaiya 2’ starring Kartik Aaryan finally unveiled the first looks poster of the film. The makers also announced that the film will hit the theatres on July 31, 2020. Bhool Bhulaiyaa 2 Trailer | Kartik Aryan | Disha Patani | Akshay Kumar",9238,686,1446448
gTnKzMt0Kno,FAKE,Why Kareena Kapoor Was NOT Allowed To Attend Uncle Rajiv Kapoor's Funeral by Head Of The Family,"Subscribe to Home Bollywud, your one stop destination for everything and anything around Movies, Celebrities and Indian Television stars.
https://www.youtube.com/channel/UCfyKktpUgdV5xDEhakicCsw",4550,281,1111206
ATnO5JjPD2o,FAKE,10 Shocking Addiction of Bollywood Actresses,"These are the Crazy Obsessions of Bollywood Actresses :- 

1. Janhvi Kapoor :- Janhvi Kapoor has a weird obsession. She is obsessed with her pink sipper bottle. She is crazy about her bottle so much so that she even named it Chuski. Her fans made an instagram account for her pink bottle.

2. Sara Ali Khan :- Sara Ali Khan is obsessed with the colour pink. Sara loves the colour pink too much and it can be seen through her instagram pictures. Sara is also obsessed with nail paints and frequently changes her nail colours.

3. Alia Bhatt :- The Raazi actress is obsessed with cats. She owns 3 cats named Edward, Sheeba and Pica.

4. Deepika Padukone :- The leading lady of Bollywood has OCD and cannot tolerate mess around her. She is crazy about keeping her surroundings clean and organized. That is the reason Deepika cleans and organizes her room by herself.

5. Kareena Kapoor :- Bebo is obsessed with her fitness and figure. She is crazy about maintaining fit body. She is also crazy about bags from luxury brands and holds a huge collection of expensive bags.

6. Priyanka Chopra :- The global icon PeeCee is obsessed with shoes from expensive luxury brands. According to reports Priyanka owns almost 120 pairs of shoes. This actress thinks that wearing the right footwear makes her look perfect.

7. Sunny Leone :- This bubbly actress is obsessed with her feet. She washes her feet every 20 minutes. Everyone on the set of Jism 2 was surprised when they saw Sunny cleaning her feet every now and then. 

8. Disha Patani :- This actress is obsessed about one thing and no, that's not Tiger Shroff. Disha is obsessed with her captions at her Instagram handle. Basically DIsha is obsessed with one pink flower emoji which she uses as a caption for most of her pictures.

9. Sonam Kapoor :- The fashionista of Bollywood is obsessed with designer clothes so much so that her wardrobe is filled with designer clothes. Sonam is crazy about designer bags. The actress has huge colection of expensive bags from brands like Hermes, Fendi and many more.

10. Kangana Ranaut :- The queen of bollywood is addicted to tattoos and has already inked herself several times. Kangana’s tatttoo on her neck is a tattoo of a sword with wings. She also has a tattoo on her left ankle of Warrior angel.

11. Vidya Balan  :- The Kahaani actress is crazily in love with sarees and Vidya Balan has a collection of around 800 sarees. Vidya loves Kanchipuram sarees and her favourite designer is none other than Sabyasachi Mukherjee.

12. Bipasha Basu :- This actress is crazy about watches and loves to collect watches. Bipasha has a huge collection of watches from luxury brands and some of them are too much expensive.

#bollywoodactress
#obsession
#badhabit
--------------------------------
For More Bollywood News: - https://goo.gl/mjGGsu
--------------------------------------
Reporters : Ria Saha || Aparajita Das
Video Editors : Subrata Gayen  ||  Puja Mitra  ||  Jhilik Das || Swagata Biswas
----------------------------------------
Disclaimer :- We suggest that this video to be used only for information seeking and not to make any decision based on that. We always try to give you the correct news and information but we do not claim any guarantee. The information of this video is taken from various websites. If you find any information wrong, please contact us and we will take needful steps in no time. For Any Enquiry or Issue, Please contact us at somarticle@gmail.com
--------------------------------------
Like Us on Facebook :- www.facebook.com/smokyevening
Follow Us on Twitter :- www.twitter.com/smokyevening
Pinterest :- www.pinterest.com/smokyevening
Instagram :- www.instagram.com/smoky.evening/
Visit our website : - https://www.smokyevening.com/
--------------------------------------------
Copyright Disclaimer :- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use

-We Use Our Own Voice for Background Commentary of this video. Background music is taken from youtube audio library.",11511,294,1187274
Q5qdIYIss38,FAKE,Virat Kohli Daughter's 10 Most Expensive Birthday Gifts From Indian Cricketers and Bollywood Actors,"Virat Kohli Daughter's 10 Most Expensive Birthday Gifts From Indian Cricketers and Bollywood Actors

Disclaimer : The videos that are made on this channel are only to get information about your favorite bollywood celebrities. Our team always try to give to latest and correct information. The information that is presented in the form of videos takes lots of research then the information is compiled in the from of video. If you find any information is incorrect then please inform us and we will look up on that matter. For any inquiry or issue you have you can contact us at cnnews72@gmail.com 
--------------------------------------

Like Us On Facebook : https://www.facebook.com/CelebriyNews/​


















Follow Us On Twitter : https://twitter.com/Celebri28164146​


















Visit Our Website : https://celebriynews.blogspot.com/​

















  



--------------------------------------

Reporters : RK
Video Editors : KL

--------------------------------------

Copyright Disclaimer:- Under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use We Use Our Voice for Background Commentary of this video. 
This video is in our own language Hindi. Background music is taken from youtube audio library.

--------------------------------------

Laxmi Agarwal (Chhappak) Biography, Lifestyle, Family, Story, Husband, House, Facts & Daughter
https://www.youtube.com/watch?v=oJ5km​...

Shocking Salary of Tanhaji Movie Actors - Kajol Devgan, Saif Ali Khan, Ajay Devgan
https://www.youtube.com/watch?v=e2_Wv​...

Ranbir Kapoor badly injures his lip while playing football
https://www.youtube.com/watch?v=d8hKj​...

Good Newwz trailer 2 - Akshay Kumar faces backlash for joking about Lord Rama
https://www.youtube.com/watch?v=77SoF​...

Salman Khan and His Lavish Life - Dabangg 3
https://www.youtube.com/watch?v=C_jZw​...

Shocking Age Difference Between Bollywood Couples - Priyanka Chopra, Anushka Sharma, Aishwarya Rai
https://www.youtube.com/watch?v=IAo4T​...

Deepika Padukone, Hungama 2, Salman Khan, Anil Kapoor - Top 5 Bollywood News - 25th December 2019
https://www.youtube.com/watch?v=T1b8a​...

Virat Kohli, Priyanka Chopra Nick Jonas, Kareena Kapoor - Top 7 Bollywood News - 29 December 2019
https://www.youtube.com/watch?v=-Qtnd​...

Amitabh Bachchan's Biggest Achievement of Life - Abhishek Bachchan - Aishwarya Rai Bachchan- Aradhya
https://www.youtube.com/watch?v=KP753​...

9 Bollywood Actors Who Got Married 3 Times Or More - 2020
https://www.youtube.com/watch?v=pw2pf​...

Deepika Padukone (2020) Lifestyle, Income, House, Cars, Family, Biography & Net Worth
https://www.youtube.com/watch?v=kSrNC​...

Top 10 Bollywood Actresses Who Left Bollywood After Marriage 2020
https://www.youtube.com/watch?v=rSzJf​...

10 Ridiculously Expensive Things Deepika Padukone Owns
https://www.youtube.com/watch?v=EcWqM​...

10 Ridiculously Expensive Things Ranveer Singh Owns
https://www.youtube.com/watch?v=KIV40​...


Music Credits: Chill - sakura Hz [Vlog No Copyright Music]
Website: https://www.audiolibrary.com.co​


















Instagram: http://bit.ly/al-instagram​


















Facebook: http://bit.ly/al-facebook​


















SoundCloud: http://bit.ly/al-soundcloud​


















Twitter: http://bit.ly/aI-twitter
––––––––––––––––––––––––––––––
chill. by sakura Hz  

 / sakurahertz  
Creative Commons — Attribution - NoDerivs 3.0 Unported
Free Download / Stream: http://bit.ly/chill-sakuraHz
Music promoted by Audio Library   

 • Chill – sakura Hz (No Copyright Music)  
––––––––––––––––––––––––––––––

🎵 Track Info:

Title: chill by sakura Hz
Genre and Mood: Hip Hop & Rap · Calm

———

🎧 Available on: 

Spotify: https://open.spotify.com/track/6k6IoM...
SoundCloud:  

 / royalty-free-music-chill  
YouTube:   

 • sakura Hz - chill. (New version)  
Google Play: https://bit.ly/googleplay-chill
Bandcamp:  https://sakurahertz.bandcamp.com/trac...

———

😊 Contact the Artist:

jpbianchinibusiness@gmail.com
 

 / sakurahertz   
  

 / @sakurahertz  
https://open.spotify.com/artist/4bjE5...
 

 / sakurahertz  
 

 / sakurahertz  

#ViratKohli #CelebrityNews",8514,616,109223
